datetime,open,high,low,close,volume,d_rsi,d_sma_20,d_bb_percent,d_macd_diff,d_ema_13,d_elder_bull,d_elder_bear,d_force_index,d_roc,d_price_sma_diff
2025-01-22,106143.82,106394.46,103339.12,103706.66,22248.69254,59.55812378860079,98954.507,0.8037956126300849,854.3163859128874,101026.66029918702,5367.79970081299,2312.4597008129786,26870822.279339474,9.480543432006236,4752.153000000006
2025-01-23,103706.66,106850.0,101262.28,103910.34,53953.12031,59.90559434184119,99241.315,0.788158795206234,736.5386412373191,101438.6145421603,5411.3854578397,-176.33454216030077,24602015.03153961,9.84180865135397,4669.024999999994
2025-01-24,103910.35,107120.0,102750.0,104870.5,23609.24017,61.581342687829135,99573.815,0.8135926133682627,673.5774466455214,101928.88389328026,5191.116106719739,821.116106719739,24325819.747266423,10.92118403647954,5296.684999999998
2025-01-25,104870.51,105286.52,104106.09,104746.85,9068.32377,61.22644817859586,99892.977,0.7784389891003564,577.5732920583009,102331.45047995451,2955.069520045494,1774.6395200454863,20690517.178491157,10.800900396779642,4853.873000000007
2025-01-26,104746.86,105500.0,102520.44,102620.0,9812.51238,55.320819269966776,99912.19700000001,0.6549357880420408,336.7351961940449,102372.67183996101,3127.328160038989,147.76816003899148,14753337.302220557,6.274944112966682,2707.8029999999853
2025-01-27,102620.01,103260.0,97777.77,102082.83,50758.1341,53.90656239901074,100168.608,0.6103040885591188,118.42529897935515,102331.26586282373,928.7341371762741,-4553.495862823722,8750610.988403777,1.577633639095952,1914.2220000000088
2025-01-28,102082.83,103800.0,100272.68,101335.52,22022.05765,51.91803460835928,100482.3535,0.5510043148131066,-88.0007532995121,102189.01645384892,1610.983546151081,-1916.3364538489259,5149480.289714459,1.3483912456882035,853.1665000000066
2025-01-29,101335.52,104782.68,101328.01,103733.24,23155.35802,57.35371138407691,101041.391,0.6763670782356487,-75.24800828363868,102409.6198175848,2373.0601824151963,-1081.609817584802,12345278.110000169,-0.33075358857650156,2691.849000000002
2025-01-30,103733.25,106457.44,103278.54,104722.94,19374.07472,59.39426753221053,101541.23250000001,0.7206693857820112,-15.47180086555727,102740.0941293584,3717.3458706415986,538.4458706415899,13320884.344340708,0.15944530517216085,3181.7074999999895
2025-01-31,104722.94,106012.0,101560.0,102429.56,21983.18193,53.05875835640968,101932.711,0.5383869417094531,-138.83899814068218,102695.73211087864,3316.267889121358,-1135.7321108786418,4215645.18448868,1.0835616185557875,496.849000000002
2025-02-01,102429.56,102783.71,100279.51,100635.65,12290.95747,48.68419879593938,102237.2405,0.3560137670984479,-338.33837035633815,102401.43466646741,382.27533353259787,-2121.9246664674138,463571.37027490605,-1.588460630895695,-1601.5905000000057
2025-02-02,100635.66,101456.6,96150.0,97700.59,34619.49939,42.50889803417238,102395.465,0.011438950282747044,-647.1522136314486,101729.88542840064,-273.28542840063164,-5579.8854284006375,-14118411.379709125,-7.954518689830467,-4694.875
2025-02-03,97700.59,102500.01,91231.0,101328.52,75164.7385,50.81388911200064,102633.848,0.3382329783216357,-587.9840373792365,101672.5475100577,827.4624899422924,-10441.547510057702,26854563.066864397,-2.293141057671705,-1305.327999999994
2025-02-04,101328.51,101732.31,96150.0,97763.13,40267.98697,44.075331428323736,102497.137,-0.02881515957651363,-758.9942967883521,101114.05929433518,618.2507056648174,-4964.05929433518,2508042.90545973,-5.915879016467458,-4734.006999999998
2025-02-05,97763.14,99149.0,96155.0,96612.43,26233.30444,42.1333278236126,102328.3935,-0.06499915514042318,-909.4815238183579,100470.96939514445,-1321.9693951444497,-4315.96939514445,-2162629.4266214175,-7.8745405047177295,-5715.963500000013
2025-02-06,96612.44,99120.0,96430.78,96600.11,15024.62965,42.11193377847396,101954.52500000001,0.01899566787447478,-964.4948781423559,99917.98948155239,-797.9894815523876,-3487.2094815523888,-1880125.7138594845,-7.777551305838797,-5354.415000000008
2025-02-07,96554.35,97883.12,96409.65,96668.76,5657.99871,42.28778662116166,101560.15149999999,0.08416440349132516,-949.417572587726,99453.81384133063,-1570.6938413306343,-3044.1638413306355,-1556047.5245307772,-5.799298382381607,-4891.391499999998
2025-02-08,96506.8,96880.0,95688.0,96444.74,10147.24294,41.841108716823406,101315.81000000001,0.11284634255926933,-907.7127775483162,99023.94614971198,-2143.9461497119773,-3335.9461497119773,-1658495.787229051,-5.523054170814031,-4871.070000000007
2025-02-09,96444.75,97323.09,94713.0,96462.75,14120.91613,41.89424733416461,101025.94700000001,0.1551380898178353,-833.9899720246608,98658.06098546741,-1334.9709854674147,-3945.0609854674112,-1385236.7176961545,-4.808550841797628,-4563.197000000015
2025-02-10,96462.75,98345.0,95256.0,97430.82,20572.87537,44.81307248177194,100590.29699999999,0.2513331161908518,-681.5321275764607,98482.74084468636,-137.74084468635556,-3226.7408446863556,1657794.7361798736,-6.075603152856305,-3159.4769999999844
2025-02-11,97430.82,98478.42,94876.88,95778.2,18647.76379,41.02443954326754,100193.874,0.1610091101220805,-653.4097420239375,98096.37786687403,382.0421331259713,-3219.4978668740223,-2981556.9967929632,-8.541337743191708,-4415.673999999999
2025-02-12,95778.21,98119.99,94088.23,97869.99,29151.16625,47.118557605711075,99891.85650000001,0.34089468348192864,-464.2438837010267,98064.03674303489,55.95325696512009,-3975.806743034889,6155539.438475708,-4.451420078344564,-2021.8665000000037
2025-02-13,97870.0,98083.91,95217.36,96608.14,19921.77616,44.15449071827987,99478.7385,0.2636805657656669,-397.01884781885883,97856.0514940299,227.85850597009994,-2638.691494029903,1684991.9119083046,-4.002070836726344,-2870.5985000000073
2025-02-14,96608.13,98826.0,96252.82,97500.48,18173.02646,46.70759550796089,99116.42,0.35625740081803964,-271.3677450390718,97805.25556631135,1020.7444336886547,-1552.4355663113383,3760924.2718237373,-0.20481964336141736,-1615.9400000000023
2025-02-15,97500.47,97972.26,97223.58,97569.66,7349.37683,46.91023592002959,98863.90299999999,0.38057866823632786,-167.59680003035203,97771.5990568383,200.6609431616962,-548.0190568382968,3296282.21714884,-3.7095775207217083,-1294.2429999999877
2025-02-16,97569.67,97704.47,96046.18,96118.12,8191.4249,43.19861431251159,98565.66750000001,0.2705377661557956,-179.6465691463302,97535.38776300426,169.08223699574592,-1489.2077630042622,1126787.4862209966,-1.682648663151445,-2447.547500000015
2025-02-17,96118.12,97046.59,95205.0,95780.0,16492.0451,42.35788369011194,98287.8915,0.26366807582148005,-192.1935351294867,97284.61808257508,-238.0280825750815,-2079.618082575078,169204.9468734367,-0.8616179098279518,-2507.891499999998
2025-02-18,95780.01,96753.91,93388.09,95671.74,23368.19471,42.07552675592917,97884.8165,0.2689734741207448,-189.28722563855524,97054.2069279215,-300.2969279215031,-3666.11692792151,-216373.01115197956,-0.9610444542972003,-2213.0764999999956
2025-02-19,95671.74,95849.06,95055.0,95074.9,1122.44841,40.47371365513803,97402.41449999998,0.1915738081489504,-207.59606631802944,96771.4487953613,-922.3887953613012,-1716.4487953612988,-281165.73941946996,-1.6487849849320513,-2327.51449999999
2025-02-20,96644.37,97549.88,96415.09,97395.16,7266.57844,48.65698679439837,97150.69450000001,0.540905358867189,-51.606711886217,96860.55039602397,689.3296039760316,-445.4603960239765,2167622.4078110927,0.9854555054013294,244.46549999999115
2025-02-21,98305.01,99475.0,94871.95,96181.98,32249.2814,45.1611098518189,96928.011,0.3535740064700679,-19.92610909985774,96763.61176802055,2711.38823197945,-1891.6617680205527,-3731206.9659979558,-0.2910657222606696,-746.0310000000027
2025-02-22,96181.99,96980.0,95770.49,96551.01,11268.17708,46.422117118223746,96870.532,0.4367768983974937,33.1977883703114,96733.24008687476,246.75991312523547,-962.7500868747593,-2604135.20116505,-0.9030099510606727,-319.52200000001176
2025-02-23,96551.01,96650.0,96083.33,96190.38,3659.50152,45.32525003658045,96613.625,0.35857889666235593,50.33622397804015,96655.68864589266,-5.6886458926601335,-572.3586458926584,-2420648.1771639804,0.4303484509001083,-423.24499999999534
2025-02-24,96258.0,96500.0,91349.26,91552.88,31550.10299,34.15059570551489,96303.1125,-0.41680128229774605,-229.033334158093,95926.71598219371,573.2840178062906,-4577.455982193715,-22976784.52558698,-6.454593486726626,-4750.232499999998
2025-02-25,91552.88,92540.69,86050.99,88680.4,78333.11111,29.327492110329672,95906.511,-0.35917221532559807,-566.4418782959992,94891.52798473746,-2350.83798473746,-8840.537984737457,-51838714.59353936,-8.20607870102872,-7226.111000000004
2025-02-26,88680.39,89414.15,82256.01,84250.09,56893.54409,23.755045056011696,95289.01,-0.33939657596024314,-1020.6666566379374,93371.32255834641,-3957.172558346414,-11115.312558346413,-80441189.268372,-13.590076684750679,-11038.919999999998
2025-02-27,84250.09,87078.46,82716.49,84708.58,42505.45439,25.33615407510996,94691.00099999999,-0.1248039205986717,-1209.9802733789622,92133.78790715407,-5055.32790715406,-9417.297907154061,-66165544.26099439,-13.18143365468323,-9982.420999999988
2025-02-28,84708.57,85120.0,78258.52,84349.94,83648.03969,24.901159525038395,94086.261,-0.03394886191707808,-1272.718111433572,91021.80963470349,-5901.809634703488,-12763.289634703484,-60998971.217198275,-12.243456280667989,-9736.320999999996
2025-03-01,84349.95,86558.0,83824.78,84503.01,19077.70513,25.489161271724157,93488.274,0.04831974723872462,-1217.2749636751737,90090.55254403157,-3532.5525440315687,-6265.77254403157,-51867657.568420105,-11.773846314470667,-8985.26400000001
2025-03-02,86064.54,95000.0,85050.6,94270.0,54889.09045,51.55414092965868,93330.23300000001,0.5479957480052755,-474.3523545747544,90687.61646631279,4312.383533687214,-5637.01646631278,32127893.16053216,-1.465155750276942,939.7669999999925
2025-03-03,94269.99,94416.46,85117.11,86220.61,59171.10218,39.34007989174018,92852.3535,0.17460719209235817,-475.39477290609693,90049.47268541096,4366.987314589045,-4932.362685410961,-40503417.03049674,-9.312962727281327,-6631.743499999997
2025-03-04,86221.16,86807.98,81500.0,84376.89,40360.41892,37.167968769393894,92177.6985,0.13037940207173468,-545.5705294692366,89239.10373035226,-2431.123730352265,-7739.103730352261,-45347687.67916613,-13.366444492724284,-7800.808499999999
2025-03-05,87281.98,87888.88,86334.53,87076.06,6546.27463,42.199480595900845,91701.09449999999,0.2812191503248753,-364.2389016069051,88930.09748315909,-1041.217483159082,-2595.5674831590877,-36345231.1402771,-9.467386718385292,-4625.034499999994
2025-03-06,90606.0,90815.31,90490.94,90545.27,278.92323,47.96690716414395,91353.334,0.460529540739445,15.199306717597665,89160.83641413637,1654.4735858636268,1330.1035858636315,-31014820.511844903,-6.220276722118174,-808.0639999999985
2025-03-07,89931.88,91283.02,84667.03,87066.01,18645.77686,43.30048456133336,90828.1515,0.3115406835423176,55.44633903961267,88861.57549783117,2421.44450216883,-4194.545497831175,-35851775.524141885,-9.485740673859496,-3762.1415000000125
2025-03-08,86801.74,86897.25,85218.47,86124.71,2810.81641,42.10698475915556,90328.481,0.28708526824589964,42.825402169337394,88470.59471242673,-1573.344712426726,-3252.1247124267247,-31108067.804512043,-5.928999721253988,-4203.770999999993
2025-03-09,86222.46,86500.0,85939.85,86048.01,1685.40387,42.005386429496454,89841.88149999999,0.30458404249563137,52.80860118044802,88124.51118208005,-1624.511182080052,-2184.6611820800463,-26682525.329128757,-2.968401134861818,-3793.871499999994
2025-03-10,80734.48,81888.0,80037.62,81884.0,3671.32621,36.812290464171085,89152.4945,0.13325260272926032,-184.52663812422543,87233.00958464005,-5345.009584640051,-7195.389584640056,-25054655.860924948,-2.808412430182563,-7268.494500000001
2025-03-11,78595.86,79938.27,76606.0,79467.58,10793.50507,34.172082418808316,88372.1285,0.07059431116760996,-452.48709314333973,86123.66250112005,-6185.392501120048,-9517.662501120052,-25201368.098114155,-6.187094624889237,-8904.548500000004
2025-03-12,82932.99,83783.26,82121.6,82299.99,4583.00149,39.637010269705996,87617.37,0.22909606296894214,-389.59653223741316,85577.42357238862,-1794.1635723886284,-3455.8235723886173,-19746752.762627717,-2.430292185151521,-5317.37999999999
2025-03-13,83680.12,84222.0,83312.92,84037.45,2180.62185,42.7753560665382,87010.14349999999,0.3365913397401766,-191.62097301628864,85357.42734776168,-1135.4273477616807,-2044.5073477616825,-16384539.048037903,-0.5509389547188883,-2972.693499999994
